text,ad
"Introducing the First-Ever Lexus UXWe no longer travel great distances in the mane of exploration. Today, our frontier is all around us. For those seeking this new frontier, the first-ever Lexus UX is a new frontier for crossovers. Crafted purposefully for the city. To nimbly handle corners with a best-in-class 17.1-ft turning radius. To easily navigate cluttered roads with Apple CarPlay while connected to your iPhone. And to inspire a sense of freedom with a class-leading estimated 33 MPG. Introducing the Lexus UX and UX Hybrid AWD, both available as F-SPORT models. Crafted for those who believe there is always something new to explore.Lexus. Experience Amazing.",1
"Lexus of Greenwich is proud to announce the arrival of the 2014s. They're on display and in stock, so all remaining 2013's and demos must go. At the lowest prices of the year. But act quickly, they'll be gone soon. And for a very limited time Lexus of Greenwich has a special sale on all certified pre-owned Lexus cars. Imagine, a Lexus for as little as 2.9% APR for up to 66 months. Lexus of Greenwich. Proud recipient of the Elite of Lexus. Just off exit 3 of I-95 in Greenwich Connecticut. Serving Manhattan, Westchester, and Fairfield counties.",1
"Liberty makes getting there all the fun...Because we sell two of the most comfortable ways to get anywhere: the Subaru Tribeca and the Hyundai Santa Fe.Our professional sales staff will not only help you find the right car, they'll be happy to work out a price that fits your family budget as well.What's more, our factory-trained technicians will help keep your vehicle running for many years to come.So, stop into a Liberty dealership today and get set to take family vacations to a whole new level.Liberty. Raise Your Expectations.",1
"At Liberty Subaru and Liberty Hyundai, we've got what it takes to keep you rolling no matter how far from civilization you roam. Whether it's a Subaru Crosstrek or a Hyundai Tucson, our automotive professionals can satisfy your adventurous side with world-class service and support. From our pressure-free sales force to our award-winning factory-trained service technicians, we're committed to your complete safety and satisfaction. So if you feel the need to wander off the beaten path, stop in to a family-owned and operated Liberty dealership first. We've got traction to take you anywhere. Liberty. Raise your expectations.",1
At 25 I wanted to make vice president. At 35 I wanted to make my first million. At 45 I wanted to make enough to buy the company. Now all I want is to make it around this track two tenths of a second faster.,1
It has a seductive new interior and a 280 hp that can propel it from 0-60 in just 6.42 seconds. Introducing the new Lincoln LS. The driver's luxury car.,1
"Introducing, the new 2014 Lincoln MKZ Hybrid... The most fuel-efficient luxury sedan in America... Voted most dependable entry premium car two years in a row by JD Power & Associates. Right now at the LINCOLN SUMMER EXCLUSIVE sales event, You can lease one for three ninety nine a month... With zero down, zero first payment, and zero due at signing. Only, at your local Lincoln dealer.",1
"Tread luxuriously. Tread lightly and luxuriously in Lincoln Navigator, the world's most powerful SUV. Tread spaciously too. Navigator has room for seven in three rows of leather-trimmed seats. Call 800-688-8898, or see an authorized Lincoln Navigator dealer. Lincoln Navigator, American Luxury",1
"Remember the ""Back to Basics"" movement? Neither do we. Lincoln Town Car. What a luxury car should be.",1
Meet the Mazda CX-9. Room for seven. Sophisticated. And thoughtfully engineered by a team of gearheads and car fanatics who only build SUVs worth driving.We build Mazdas.What do you drive?,1
"If you could peer into the soul of the newest Mazda, what would you see? The new 200 horsepower Mazda MPV. The body of a minivan, the soul of a sportscar.",1
"The pure emotion of motion has been taken to a new level. Consider the revolutionary Mazda RX-8. A compact rotary engine with a 9,000 rpm redline. Positioned to give the car a near perfect 50-50 weight distribution-regardless of passenger load. A short-throw six-speed gearbox. And super-responsive fully integrated double-wishbone suspension. All working to make the RX-8 a sports car like no other.",1
"A carbon-fiber tub, six-speed sequential gearbox, and zero-to-60 in 2-point-9 seconds. Now that sounds like a race care. The new Pro Formula Mazda race car is starting a revolution in racing, using the same Renesis rotary engine that powers the 2004 Mazda RX-8. It's the same high-rev rotors. Same 6-port induction system. The same of virtually everything. No wonder it was named International Engine of the Year. You can watch the 2004 Star Mazda North American Championship Series presented by Goodyear this spring on SpeedChannel. Learn more about the Star Mazda Series at StarMazda.com, or the Renesis rotary engine at www.MazdaUSA.com-slash-performance.",1
"Think you're still years from an upgrade in wheels? Well, the Mazda 3s will give you plenty of reasons to rethink. For starters, there's a powerful 160 hp, 2.3 liter DOHC engine. But the best part is what we've added: the immediate gratification that comes from driving a Mazda.",1
What is performance? Zero to Sixty or Sixty to Zero? How a car performs a quarter mile or a quarter century? Is performance about the joy of driving or the importance of surviving?To us performance is not about doing one thing well ... it is about doing everything well .. because in the end everything matters.Performance without compromise.That is what drives us.,1
"Yes, another morning ... another trip to the office. But in the new MERCEDES E-CLASS, you're in one of the safest cars on the road. You're inside a protective cage ... with front airbags ... and, get this, side airbags. Heaven knows ... there are animals on these roads. MERCEDES E-CLASS, beginning at $39,000. Visit your local Mercedes dealer today.",1
Exhilaration. Unlike any other. Mercedes Benz delivers heart-racing performance with a blend of precision engineering and a little lightning under the hood. For those who see power as the ultimate luxury.,1
"Imagine using your computer to build the perfect automobile. Imagine choosing a Sedan, Coupe, SUV, Wagon, Roadster or even a Supercar. Visualize just the right colors for the exterior and interior. Add the features, options, and accessories you'd like. You can do all this at Mercedesbenz.com. Create your dream machine today. Mercedes Benz. Unlike any other.",1
